# File Inventory: Git-Tracked Files"path";"size";"tracked";"sha256";"modified";"last_commit";"author";"commit_date";"commit_count"

# Repository: menschlichkeit-oesterreich-development".bandit";"454";"yes";"47597217E938167F62D5CFD3DA602BABC1F4FA6E9A7A05D188021C78E068DE64";"2025-10-16 18:02:03";"9c6919af";"Copilot";"2025-10-12";"1"

# Branch: chore/repo-docs-issues-reorg".codacy.yml";"455";"yes";"C0B5C75384BC043644FA21D5A6E26018A64C83B2D508A8375A120097880C6660";"2025-10-16 18:02:03";"981da275";"Peter Schuller";"2025-10-14";"1"

# Snapshot: 2025-10-17".codacy/cli.sh";"3818";"yes";"1BB82234E74E5385AE6A6E93CB61CBC3356FDFFDEB36F907686B88679C0CD82C";"2025-10-16 18:02:03";"c1c6c301";"Peter Schuller";"2025-10-16";"2"

# Total Files: 15,741 | Total Size: 111.24 MB".codacy/codacy-analysis-cli-assembly.jar";"133";"yes";"65B3EF370599D783C9766A8877EF43ADB42421522820C4D50B7F308FBF791485";"2025-10-16 18:02:04";"89172afd";"Peter Schuller";"2025-10-04";"1"

# - Services: CRM (14.4k), Docs (368), GitHub Config (266), Frontend (65), API (21)".devcontainer/README.md";"5825";"yes";"0FF7AFF4AAF9CB972F023F808BC62E3BADDBFC9ECBB842BFD080957D065DBD43";"2025-10-16 18:02:04";"818a56a9";"Copilot";"2025-10-14";"7"

".devcontainer/TROUBLESHOOTING.md";"7129";"yes";"BF58615B85FB7633425C75774E9A0C14D7F2D2B57A29D83EE775B775DC67680A";"2025-10-16 18:02:04";"818a56a9";"Copilot";"2025-10-14";"2"

# COLUMN SCHEMA".devcontainer/devcontainer.json";"3010";"yes";"24C33DC23FD77B0768625B4693D3C40CB344CA068E36B4442E96CE58E6B150A8";"2025-10-16 18:02:04";"981da275";"Peter Schuller";"2025-10-14";"10"

# file_path|size_bytes|extension|directory|last_author|last_modified|purpose_category".devcontainer/diagnose.sh";"6467";"yes";"BA3526D1FEE620BDB4162E780E923095E17C473D33452631741C7EE5A40CB20E";"2025-10-16 18:02:04";"c1c6c301";"Peter Schuller";"2025-10-16";"3"

".devcontainer/manual-setup.sh";"1970";"yes";"595B9A2A3CADA7B2EC6F5B3A411E59FFFBFB1D3A37321EB61D3A416334E7609E";"2025-10-16 18:02:04";"c1c6c301";"Peter Schuller";"2025-10-16";"2"

# === ROOT DIRECTORY FILES (108 files) ===".devcontainer/onCreate-setup.sh";"6632";"yes";"74936FFB78739EA4AF1EC92EE5AAA8BC831F9A09DE60D61FBA63433D0C88F3A0";"2025-10-16 18:02:04";"c1c6c301";"Peter Schuller";"2025-10-16";"5"

build-pipeline.sh|8534|.sh|(root)|Peter Schuller|2025-10-16 19:13:31|Build orchestration script for staging/production".devcontainer/setup-powershell.ps1";"12541";"yes";"BE392678630A9D6A68F128C4E74C464359AE691B4491D24BC2C75FEC38F96C73";"2025-10-16 18:02:04";"4b8c991d";"Copilot";"2025-10-12";"2"

package.json|15642|.json|(root)|Peter Schuller|2025-10-16 19:13:31|Root workspace npm scripts (80+ commands)".devcontainer/setup.sh";"5590";"yes";"53076CE16AF3130B11B534376D657392CB2FD3AE149DD258C39C8929AE101C94";"2025-10-16 18:02:04";"c1c6c301";"Peter Schuller";"2025-10-16";"6"

composer.json|2156|.json|(root)|Peter Schuller|2025-10-16 19:13:31|PHP dependency management (Drupal/CiviCRM)".devcontainer/test-setup.sh";"3304";"yes";"D0E3516CA039ACBFFB01E4C6426AEAA54AB68D26BAB5A3EFCE26ED60A91FB64A";"2025-10-16 18:02:04";"c1c6c301";"Peter Schuller";"2025-10-16";"2"

schema.prisma|4821|.prisma|(root)|Peter Schuller|2025-10-16 19:13:31|Gaming platform database schema".env.example";"4370";"yes";"346195D0F63289DEEA4A05D4BD7D29E13C930852E97E112E676770697905F467";"2025-10-17 01:52:51";"c1c6c301";"Peter Schuller";"2025-10-16";"4"

README.md|12489|.md|(root)|Peter Schuller|2025-10-16 19:13:31|Main project documentation".eslintignore";"944";"yes";"26FC9E27C5E7F9E1CB41068FAD78664FC3D92B25BFE94B6BDCA4F95E4B768FE2";"2025-10-16 18:02:04";"46f02ea2";"Copilot";"2025-10-13";"2"

CHANGELOG.md|3567|.md|(root)|Repo Maintenance Bot|2025-10-11 07:27:16|Release notes and version history".gitattributes";"1796";"yes";"BAD77BCC7C48B110BA8352F67F2B727852FB3AC9C73D073B7E4C37B6D7D455E0";"2025-10-16 18:02:04";"0de8542e";"Copilot";"2025-10-13";"7"

CONTRIBUTING.md|8214|.md|(root)|Repo Maintenance Bot|2025-10-11 07:27:16|Contribution guidelines".github/AUDIT-REPORT.md";"9490";"yes";"2D09EEF31764EEFB21A6FC98D829B854EEA47B9E7906CC8AF371D9552CB5093C";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

CODE_OF_CONDUCT.md|8994|.md|(root)|Peter Schuller|2025-10-05 21:33:29|Community standards".github/CHANGELOG-GITHUB-FILES.md";"753";"yes";"2E17FFAFFCF5C983229DBA90235606F11EF9586C8106F92BE13F9C2CD6E59CC7";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

SECURITY.md|6823|.md|(root)|Peter Schuller|2025-10-14 20:53:37|Security policy and vulnerability reporting".github/CODEOWNERS";"133";"yes";"E2BA39585E78F44C3F456BEB8A44F84B1E72312AEC7DCFBDEC87E10D16A33BD4";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"1"

LICENSE|1067|.txt|(root)|Peter Schuller|2025-10-05 21:33:29|Open source license (MIT)".github/CODE_OF_CONDUCT.md";"8994";"yes";"3EEEF7D0CFD649B7D83ADA9912E43B921303734C8C9A60E2C157F42979ED6720";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"3"

.gitignore|1842|.gitignore|(root)|Peter Schuller|2025-10-14 20:53:37|Git exclusion rules".github/CONTRIBUTING.md";"8987";"yes";"74D6DDA95681173B3703D8BD0EEBF8F2EBAB1B2DB77809E89D749632CEAD69F1";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"3"

.gitleaksignore|2189|.gitleaksignore|(root)|Peter Schuller|2025-10-12 11:16:31|Gitleaks false positive filters (40+ rules)".github/INDEX.md";"3192";"yes";"D25A40181345D0B0562BAE405215418D13EA62960F74E6FCE0FA471F7AA58D38";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

gitleaks.toml|4567|.toml|(root)|Peter Schuller|2025-10-12 11:16:31|Gitleaks custom configuration (5 rules, 50+ paths)".github/INSTRUCTIONS-UPDATE-SUMMARY.md";"18139";"yes";"D6FB3B0561B7C81A6160ED914BAC13504C1509E9252F212BBF90262C2197C682";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

.env.example|4370|.example|(root)|Peter Schuller|2025-10-16 19:13:31|Environment variables template".github/ISSUE_TEMPLATE/bug_report.md";"307";"yes";"241D881EBFA75D06F34D15560D7EE6CC7BCB885902F7A0EFB3DB49135C72368A";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"3"

eslint.config.js|3128|.js|(root)|Copilot|2025-10-13 06:56:09|ESLint configuration (flat config)".github/ISSUE_TEMPLATE/code-quality-standards.yml";"3578";"yes";"EECB6B42BF7C2B58C13D761E902219BBA3710777E25392BC0970E6525CC1AD33";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"2"

playwright.config.js|2891|.js|(root)|Peter Schuller|2025-10-16 19:13:31|Playwright E2E test configuration".github/ISSUE_TEMPLATE/config.yml";"863";"yes";"DFFAE0B6CFFD1E7A81B790C14CFDB4390372E6765DE79919D23354D3F4660915";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"2"

vitest.config.js|1456|.js|(root)|Peter Schuller|2025-10-16 19:13:31|Vitest unit test configuration".github/ISSUE_TEMPLATE/documentation.md";"3547";"yes";"C6731E7A862F352879FEC93E8A6BDEF0C07DAFBEF54C5F104DF5B229B261F35F";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"3"

jest.config.cjs|987|.cjs|(root)|Peter Schuller|2025-10-14 20:53:37|Jest test configuration (CJS format)".github/ISSUE_TEMPLATE/feature_request.md";"252";"yes";"616BC3CBB188FB62808CCFB81991B0AE4C78638A060230BFB0A2C1C360B5D308";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"3"

lighthouse.config.cjs|1234|.cjs|(root)|Peter Schuller|2025-10-14 20:53:37|Lighthouse performance audits".github/ISSUE_TEMPLATE/performance-optimization.yml";"7281";"yes";"1617FF5FEC690266950F58913DFD8A97AF8E9930AA10183BB651308482F7FA0B";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"3"

phpstan.neon|892|.neon|(root)|Peter Schuller|2025-10-14 20:53:37|PHPStan static analysis configuration".github/ISSUE_TEMPLATE/security-assessment.yml";"5989";"yes";"A1A788ECEBD57F1351DBAE3D6EF1308A0F7086B9C2FC8F7D51510342CA2C5FF8";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"3"

pyproject.toml|745|.toml|(root)|Peter Schuller|2025-10-16 19:13:31|Python project metadata (PEP 518)".github/ISSUE_TEMPLATE/security_vulnerability.md";"317";"yes";"2D0F630E5582D6E29CBFD716E31F61FD923C107A41C00ACF0B2CD99099F2D3F8";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"1"

trivy.yaml|623|.yaml|(root)|Peter Schuller|2025-10-12 11:16:31|Trivy security scanner configuration".github/ISSUE_TEMPLATE/support.yml";"7847";"yes";"91B9BE7FA7F559CDD2E116F130D9D352534FCC2A3D268E19E9B62DCB58D208FA";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"2"

sonar-project.properties|489|.properties|(root)|Peter Schuller|2025-10-14 20:53:37|SonarQube code quality settings".github/ISSUE_TEMPLATE/technical-debt.yml";"9449";"yes";"FE448DE7E31FDDA01CCE224C44B902CDD4807F4A24C3E742307475928E9F4592";"2025-10-16 18:02:04";"b11e557c";"Peter Schuller";"2025-10-05";"3"

mcp.json|1876|.json|(root)|Peter Schuller|2025-10-14 20:53:37|MCP server configuration (6 servers)".github/MOVE_LOG.json";"5148";"yes";"1E572E51BA0B5A37724339278A0E743B1CDA1D429E91D25945B63D1D01F2EBBB";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

tailwind.config.js|1245|.js|(root)|Peter Schuller|2025-10-16 19:13:31|Tailwind CSS global configuration".github/PHASE-1-REPORT.md";"7300";"yes";"2AC2B702192C7C0B9D5B1904366A3CDD54FF37220379144DFA6818C0D6E5C4BA";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

secrets.manifest.json|3421|.json|(root)|Peter Schuller|2025-10-12 11:16:31|Secrets management manifest".github/PHASE-2-REPORT.md";"11212";"yes";"96BD21BF95431395012106E98B76CCE7124E669B7F87FC32DCACD24F192A1E24";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

".github/PHASE-4-REPORT.md";"1789";"yes";"448313537B788A1159D5AE55B47080120CF30206F21CFBF58BBFDA0CE662EEC0";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# === CRM SERVICE (crm.menschlichkeit-oesterreich.at/) - 14,357 files ===".github/PULL_REQUEST_TEMPLATE.md";"661";"yes";"C6F0533F52618C63A152A7ED4C5F950E4B78C8F47C6162BFCEB80F8B358BCBF3";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# Drupal 10.3 + CiviCRM 5.x installation with extensive modules/themes".github/SESSION-SUMMARY.md";"17261";"yes";"AD53A0C87544D3A3534EE882CDF8F2C760A444DE73853869EBCA3C1E0DCBFAFC";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# File Breakdown: PHP (8,018), YAML (3,215), Twig (1,008), CSS (839), JS (332)".github/VERSIONING-AND-CONSOLIDATION-PLAN.md";"14689";"yes";"FE9C49190210D0518415C5C7E6A795CDE973C2F7B734A5F1307BC8FE553A1345";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# Key Directories: web/core (Drupal core), web/modules/custom (custom modules), web/themes, vendor/".github/chatmodes/INDEX.md";"2410";"yes";"6A09AD1D640A17737DDE47FF778FA336057E03FFFB48005ADC13955842DD8D73";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

".github/chatmodes/compliance/MCPSicherheitsAudit_DE.chatmode.md";"9878";"yes";"160B5961772A112409CB9E6E3BA6871F548F5D7CD4A0D42DAB5A66ACB22A8BDE";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# SAMPLE: Core Drupal Files (web/core/)".github/chatmodes/development/MCPAPIDesign_DE.chatmode.md";"19128";"yes";"0C33605EFF9EFDBAD3147FE95E01ACCB2FD0AF62C0B840ECE387299F312F8F05";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

crm.menschlichkeit-oesterreich.at/web/core/globals.api.php|1419|.php|web/core|peschull|2025-10-03 17:04:53|Drupal global API documentation".github/chatmodes/development/MCPCodeReview_DE.chatmode.md";"6861";"yes";"86613EADC3FEB19B9A0398335DC2DAF55179AA0616344E94E9A5D096CA508680";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

crm.menschlichkeit-oesterreich.at/web/core/phpunit.xml.dist|5319|.dist|web/core|peschull|2025-10-03 17:04:53|PHPUnit test configuration".github/chatmodes/general/APIDesign_DE.chatmode.md";"2731";"yes";"D81F42142CAC308EB984609C93EF25F62C1273D1239C1C697BADEDEE1641D89A";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

crm.menschlichkeit-oesterreich.at/web/index.php|552|.php|web|peschull|2025-10-03 17:04:53|Drupal entry point".github/chatmodes/general/Architekturplan_DE.chatmode.md";"2459";"yes";"8DA27E8D39C659C57DD3445BE9245BA025C14883BE55A668E084752ADB117F2E";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

".github/chatmodes/general/BarrierefreiheitAudit_DE.chatmode.md";"2517";"yes";"DF2FA54D0BA7E8AD78B94E7BA8DEE1CC7A03BEC3F14E7EAC7AE37A367C7716D3";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# SAMPLE: Custom Modules (web/modules/custom/)".github/chatmodes/general/Beitragsrichtlinien_DE.chatmode.md";"2312";"yes";"C18EF1586F6ADC17B1F6BE6FE7141FAA50CC221B4A50807C383427CC8B093190";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

crm.menschlichkeit-oesterreich.at/web/modules/custom/pii_sanitizer/pii_sanitizer.module|2134|.module|custom|Copilot|2025-10-12 11:55:59|PII sanitization for GDPR compliance".github/chatmodes/general/BenutzerDokumentation_DE.chatmode.md";"2147";"yes";"5328E8E2AFB850683AEB6B371C013A00B160BC4E5D4E4FA1F88E26F7A8925CE4";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

crm.menschlichkeit-oesterreich.at/web/modules/custom/pii_sanitizer/src/PiiSanitizer.php|3567|.php|custom|Copilot|2025-10-12 11:55:59|Email/IBAN redaction library".github/chatmodes/general/CIPipeline_DE.chatmode.md";"2180";"yes";"92DFA3A7FBC22CBF88E7DB814104988391DF075DF851AD0579444422AD571FB0";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

".github/chatmodes/general/CodeReview_DE.chatmode.md";"2686";"yes";"08A90135A0B39CA99CE5B4F0685F4A7D418829D72B53F55864828E179FA031D9";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# SAMPLE: CiviCRM Integration".github/chatmodes/general/DatenbankSchema_DE.chatmode.md";"2369";"yes";"63BF965B1276457EEF3EA50B8AACBA2B8583ADED3015DB2248BB01EE1D9324AD";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

crm.menschlichkeit-oesterreich.at/vendor/civicrm/civicrm-core/CRM/Core/Config.php|4521|.php|vendor|peschull|2025-10-03 17:04:53|CiviCRM core configuration".github/chatmodes/general/DeploymentGuide_DE.chatmode.md";"2334";"yes";"87F181D22FA01D9B94991BD1D3E05F23B7074037277C6A80917F1BC1622452A6";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

".github/chatmodes/general/Dockerisierung_DE.chatmode.md";"2336";"yes";"8DEDC76206909EF60F1F8043ABD0BB9B3A3201179A3861FDA1686444E6F6FB98";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# SAMPLE: Drupal Themes".github/chatmodes/general/FeatureVorschlag_DE.chatmode.md";"2064";"yes";"573C64254D8869808D84F2E867DDF2E66C90DC75233536EF879D2A78AFA48CF6";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

crm.menschlichkeit-oesterreich.at/web/core/themes/olivero/olivero.theme|8734|.theme|themes|peschull|2025-10-03 17:04:53|Olivero default theme".github/chatmodes/general/FehlerberichtVorlage_DE.chatmode.md";"2157";"yes";"FC50158DD8ACB2B05455010825A76B8DE8823821B042E1076FCEA1A69CB16E89";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

crm.menschlichkeit-oesterreich.at/web/core/themes/claro/claro.theme|7621|.theme|themes|peschull|2025-10-03 17:04:53|Claro admin theme".github/chatmodes/general/Lokalisierungsplan_DE.chatmode.md";"2221";"yes";"9DDE745FB7620D9594B75DA7822AFFA63053D70CC7FC4AE863AC9AC81625CD5E";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

".github/chatmodes/general/MCPDeploymentOps_DE.chatmode.md";"20479";"yes";"02CC7741C66DB8964E06C239098928BB626F8192E16841F9E6ACA864B9F7F52F";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# AGGREGATED STATS: CRM Service".github/chatmodes/general/MCPDesignSystemSync_DE.chatmode.md";"10025";"yes";"E822DA072DFBF1C9284EB76C15AA2156DE03075EAC71747AE2100C27E348DF0F";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# Total Size: ~95 MB (85.5% of repository)".github/chatmodes/general/MarketingContent_DE.chatmode.md";"2327";"yes";"10E56D177DAE8EF6139765986E25B5B9ECA3925D40CD6A83A4536D06BC3933F1";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# PHP Files: 8,018 (50.9% of all files) - Drupal core, modules, tests".github/chatmodes/general/Onboarding_DE.chatmode.md";"2382";"yes";"1F446F51D9DB8E29DED375023BD1748BC239EA1D891420CFB6E1899F9C53CAF2";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# YAML Files: 3,215 (20.4% of all files) - Config, routing, translations".github/chatmodes/general/PerformanceOptimierung_DE.chatmode.md";"2054";"yes";"5E0143C9C463BA545EBA51BB71306ADED7A11B7B4544D83C864355F6898F7411";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# Twig Templates: 1,008 (6.4% of all files) - Theme templates".github/chatmodes/general/README_DE.chatmode.md";"8963";"yes";"6A996952161164EFD8C3A3A3F95A69F07B2B2AFD81BC91809702AE6347D2DDC5";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# CSS: 839 files | JavaScript: 332 files | SVG: 86 files | Images: 66 files".github/chatmodes/general/Roadmap_DE.chatmode.md";"3334";"yes";"D3755963BF5292B9E0341D57B88ED090A9173F4ADC3BB49B130B3D902997DE20";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

".github/chatmodes/general/SicherheitsAudit_DE.chatmode.md";"2252";"yes";"6E9CACAF5F470A10B798C3ECE4B465EB41FF6CE35ADBA1DA50265AA3DF03E66E";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# === API SERVICE (api.menschlichkeit-oesterreich.at/) - 21 files ===".github/chatmodes/general/TestGeneration_DE.chatmode.md";"2169";"yes";"3A87E9A63E77EB7976B0104E1BA5E55AEDB68456B483475B637651A26F5CCFE2";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# FastAPI + Python 3.11+ with Alembic migrations".github/chatmodes/operations/MCPPerformanceOptimierung_DE.chatmode.md";"14337";"yes";"8E2FEE0D35C49F609E03F42AB0833B33A99A0CEED7D9583A63DA69B538566B5D";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

api.menschlichkeit-oesterreich.at/app/main.py|2134|.py|app|Peter Schuller|2025-10-16 19:13:31|FastAPI application entry point".github/copilot-instructions.md";"28401";"yes";"AF746788BBFCC7CA96BABD3BCDF00B3A6C166326858076EECCE730DE20F050B7";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"4"

api.menschlichkeit-oesterreich.at/app/lib/pii_sanitizer.py|1876|.py|app/lib|Copilot|2025-10-12 11:55:59|PII sanitization middleware".github/dependabot.yml";"3307";"yes";"CA740CA0CA7749121C48B34D80293AD01906E9FAB1ED1E0572BCB16D4EC4C26A";"2025-10-16 18:02:04";"a874ab3e";"Copilot";"2025-10-12";"5"

api.menschlichkeit-oesterreich.at/app/middleware/pii_middleware.py|987|.py|app/middleware|Copilot|2025-10-12 11:55:59|PII auto-sanitization".github/instructions/INDEX.md";"1644";"yes";"54DD8C517EC8B7F29CF3F8A4BA70E57B4D5D848F73EF1229DC432D6EA8AAF9FA";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

api.menschlichkeit-oesterreich.at/alembic/env.py|1245|.py|alembic|Peter Schuller|2025-10-16 19:13:31|Alembic migration environment".github/instructions/core/civicrm-n8n-automation.instructions.md";"5927";"yes";"C8AA9FE17057C5D6516DB81469D64B6E85CE6A2D86C3ADB650BD280ADF542D16";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

api.menschlichkeit-oesterreich.at/openapi.yaml|3421|.yaml|root|Peter Schuller|2025-10-16 19:13:31|OpenAPI specification (keep in sync with /docs)".github/instructions/core/civicrm-vereinsbuchhaltung.instructions.md";"4120";"yes";"C0DB9797D477273525C1B8C4D6FDE596AF241E075B70CDEC6D0E902114922370";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

api.menschlichkeit-oesterreich.at/requirements.txt|567|.txt|root|Peter Schuller|2025-10-16 19:13:31|Python dependencies".github/instructions/core/codacy.instructions.md";"4074";"yes";"51FFAB61A4EE49139E3BFB3E5A260B3C0B6F5C094486797584671423E4B253DF";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

api.menschlichkeit-oesterreich.at/Dockerfile|892|.Dockerfile|root|Peter Schuller|2025-10-16 19:13:31|Container build instructions".github/instructions/core/database-operations-mcp.instructions.md";"18137";"yes";"CA08B27FD6725AC6A1537C7DFF10C73692D95597B04DB1A872C48E6C9C3A9BFE";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

".github/instructions/core/documentation.instructions.md";"11908";"yes";"777E765CAECECCAEF010906787CC5314E78504E8BBDD8E1DC78F7BB9CDD0CDC8";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# === FRONTEND SERVICE (frontend/) - 65 files ===".github/instructions/core/dsgvo-compliance.instructions.md";"10614";"yes";"D1C1F0868AA1100937FEDFD0F7102DD2699A60D5199D5AA05D2ECBDF98AFDB24";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

# React 18 + TypeScript + Vite with Design Tokens".github/instructions/core/figma-mcp.instructions.md";"2916";"yes";"7B6B1AB4F5FD05F82063BB9FC5CDBAE07564138131E29D98A74A9954699C63CB";"2025-10-16 18:02:04";"e0ca42ee";"Repo Maintenance Bot";"2025-10-11";"1"

